epoch,accuracy,loss,val_accuracy,val_loss
27,0.7643558382987976,0.6511551141738892,0.6629554629325867,1.0664013624191284
28,0.7701526284217834,0.6344048380851746,0.6595141887664795,1.0601081848144531
29,0.7756062746047974,0.6217423677444458,0.6554656028747559,1.057981252670288
30,0.7813202142715454,0.6126968860626221,0.6692307591438293,1.020700216293335
31,0.7857801914215088,0.5944637060165405,0.6647773385047913,1.0690149068832397
32,0.7901928424835205,0.5825504064559937,0.6706477999687195,1.0133055448532104
33,0.7944989800453186,0.5728314518928528,0.6805667877197266,1.0470558404922485
34,0.8000473380088806,0.5586267709732056,0.6724696159362793,1.067884087562561
35,0.8026026487350464,0.5485475063323975,0.6759109497070312,1.066642165184021
36,0.8089672327041626,0.5356490015983582,0.6663967370986938,1.0966192483901978
37,0.8157695531845093,0.5175132155418396,0.6587044596672058,1.1298986673355103
38,0.8188098669052124,0.5071602463722229,0.6716599464416504,1.103532075881958
39,0.819673478603363,0.5047409534454346,0.6805667877197266,1.1418609619140625
40,0.8253164291381836,0.4944843351840973,0.6854251027107239,1.1009632349014282
41,0.8298237323760986,0.47968611121177673,0.6670040488243103,1.1837140321731567
42,0.8327102661132812,0.46977394819259644,0.6807692050933838,1.1792566776275635
43,0.8372175693511963,0.45908358693122864,0.6763157844543457,1.1886030435562134
44,0.8410268425941467,0.4483100473880768,0.6781376600265503,1.1331440210342407
45,0.8445404171943665,0.43917781114578247,0.6748988032341003,1.1407769918441772
46,0.8486691117286682,0.4295607805252075,0.681174099445343,1.1216988563537598
47,0.8500059247016907,0.4193088710308075,0.6817813515663147,1.1386635303497314
48,0.8530462384223938,0.41498395800590515,0.6813765168190002,1.1250535249710083
49,0.8582515120506287,0.4049353301525116,0.688866376876831,1.1215800046920776
50,0.8606057167053223,0.39709821343421936,0.675506055355072,1.183682918548584
51,0.8644031882286072,0.3868192732334137,0.6767206192016602,1.1859266757965088
52,0.8643321990966797,0.38290122151374817,0.6795546412467957,1.204689383506775
53,0.8690050840377808,0.37154266238212585,0.6813765168190002,1.2304805517196655
54,0.8692061901092529,0.3693334758281708,0.6878542304039001,1.1802053451538086
55,0.8741393685340881,0.35949134826660156,0.6799595355987549,1.2419002056121826
56,0.8763633966445923,0.35270142555236816,0.6886639595031738,1.206437587738037
57,0.879652202129364,0.3412347733974457,0.6880567073822021,1.228639006614685
58,0.880693256855011,0.33568069338798523,0.6799595355987549,1.309887409210205
59,0.8853070139884949,0.3299010396003723,0.6795546412467957,1.2907836437225342
60,0.8866792917251587,0.32300615310668945,0.6795546412467957,1.2760984897613525
61,0.8900272250175476,0.3139364719390869,0.6785424947738647,1.321699619293213
62,0.8901455402374268,0.31352314352989197,0.6848177909851074,1.2950342893600464
63,0.892937421798706,0.30642902851104736,0.6904858350753784,1.3041741847991943
64,0.8946882486343384,0.3012089431285858,0.6846153736114502,1.295686960220337
65,0.8944753408432007,0.299642950296402,0.6852226853370667,1.3104861974716187
66,0.8996569514274597,0.2895515561103821,0.6821862459182739,1.3484433889389038
67,0.8979651927947998,0.2890437841415405,0.6763157844543457,1.3422013521194458
68,0.9003193974494934,0.28084197640419006,0.6908906698226929,1.3403433561325073
69,0.9029930233955383,0.27838394045829773,0.6896761059761047,1.3187114000320435
70,0.9038093090057373,0.27226972579956055,0.694534420967102,1.3305667638778687
71,0.9074293375015259,0.26527202129364014,0.6876518130302429,1.360297679901123
72,0.9069324731826782,0.2687187194824219,0.6777327656745911,1.3480019569396973
73,0.9096652269363403,0.2582396864891052,0.692307710647583,1.3702490329742432
74,0.9092629551887512,0.25758975744247437,0.692307710647583,1.3515807390213013
75,0.9106826186180115,0.255621999502182,0.6870445609092712,1.364324688911438
76,0.9130131602287292,0.24835972487926483,0.6914979815483093,1.3559070825576782
77,0.9155211448669434,0.2430136501789093,0.6933198571205139,1.3731938600540161
78,0.9175204038619995,0.23907878994941711,0.6880567073822021,1.3848391771316528
79,0.9142789244651794,0.24323943257331848,0.689878523349762,1.3816696405410767
80,0.91655033826828,0.2376355081796646,0.692307710647583,1.3817976713180542
81,0.9186679124832153,0.2341434359550476,0.6937246918678284,1.3883211612701416
82,0.9181000590324402,0.23484714329242706,0.692105233669281,1.3933947086334229
83,0.9194014072418213,0.23004940152168274,0.695546567440033,1.3940941095352173
84,0.9220513701438904,0.2248288094997406,0.6975708603858948,1.3870022296905518
85,0.9209038019180298,0.22809240221977234,0.6925101280212402,1.4118003845214844
86,0.9219921827316284,0.222843736410141,0.6939271092414856,1.4088588953018188
87,0.9224180579185486,0.22350457310676575,0.6925101280212402,1.4100511074066162
88,0.922855794429779,0.2203257828950882,0.6967611312866211,1.406752586364746
89,0.9235656261444092,0.21782006323337555,0.6947368383407593,1.4203578233718872
90,0.9233763217926025,0.2197941690683365,0.6929149627685547,1.4215483665466309
91,0.9240624904632568,0.21765518188476562,0.6941295266151428,1.4192694425582886
92,0.9243818521499634,0.2162703424692154,0.6949392557144165,1.4294925928115845
93,0.9257068634033203,0.2178170382976532,0.6933198571205139,1.4244989156723022
94,0.9243581891059875,0.2171388864517212,0.6935222744941711,1.4204554557800293
95,0.9252218008041382,0.21209250390529633,0.6939271092414856,1.42322838306427
96,0.9240033030509949,0.2170984297990799,0.6937246918678284,1.422553300857544
97,0.9241452813148499,0.21546000242233276,0.6943320035934448,1.420677900314331
98,0.9250088930130005,0.2157217413187027,0.6935222744941711,1.4226012229919434
99,0.9265822768211365,0.21237671375274658,0.6941295266151428,1.424179196357727
